Username,location,friend_count,review_count,photo_count,rating,date,review
Spencer G.,"Kent, WA",0,7,1,5.0,2/11/2017,"Delicious meal. Came here with my girlfriend and we had an amazing time. Very classy, friendly people, they make sure you feel welcome and respected from the time you enter to when you leave. Because of their delicious food and classy staff, they're very busy. I would suggest a reservation if you don't want to have a long wait. They have a wide variety of cheesecakes and are so delicious."
Michelle S.,"Phoenix, AZ",0,6,17,3.0,3/7/2017,"Came here on V-Day. Which obviously is going to be very busy. I'm not rating on how long I waited to be seated or the food which was cooked wrong btw but I understand the cooks had a lot on their hands so I'll let it pass by. I am rating our waiter that night. It was an ok service. However, even though it was busy, the waiter wasn't attending to the whole restaurant which I had no clue why he wasn't around much in our area when we needed to be attended to. The other 4 couples that were there also didn't experience much of him. Took him 20 minutes to get me a soda and when he came back I asked him about it and he had forgotten about it. He did apologize but man, what if I choked on my food though? We did leave him a very good tip but tbh it wasn't worth the service."
Nancy G.,"Peoria, AZ",17,6,2,2.0,8/7/2017,"I usually like this place, but today was very disappointing. I give 2 stars because our waiter was very nice. My husband's chicken picatta was bland. He did like his onion soup. I ordered shrimp with angel hair pasta. I thought that is what I ordered. I showed the waiter on a particular page. I showed him shrimp with angel hair pasta but when I was served my lunch, it looked odd. It was soggy breaded shrimp on the side in little sauce, burnt sauce pieces and whole garlic cloves and a Luke warm ball of the pasta. The shrimp coating was pasty/soggy and had a weird flavor. I flagged the waiter and we reviewed the ordering/food quality situation. We decided I ordered the Scampi which has the breaded shrimp and whole garlic cloves. Whatever. He brought me 6 nicely sauteed shrimp which was brought after I ate the slightly warm ball of pasta. I didn't want to complain too much as to not further make my husband uncomfortable. It is hard enough that he needs gluten free so I was clear and took blame for the wording of my order though what I was pointing to and reading from the menu was not the item I was served. Even though I told our waiter the pasta was not hot, he did not offer to fix that. They were also out of soup spoons and offered my husband a tea spoon or a pasta (large spoon). Very weird. That happened when I had soup there 3 months ago. The ladies restroom was dirty and trash can over flowing with trash on the sink and floor. I let them know the ladies room needed attention as I was leaving. The waiter was very nice and 80% attentive. It was an expensive lunch. Not sure if we will go back. I am a former restaurant professional instructor and shopper. I try and not be too critical."
Naomi N.,"Surprise, AZ",69,9,5,1.0,3/3/2017,"Was here for my sons birthday. Came with a party ordered apps, drinks, and meals... they don't even cover a birthday dessert... pretty disappointing..."
Mark O.,"Yorba Linda, CA",106,178,850,5.0,8/2/2014,"NEW menu item - Mediterranean Flatbread Sandwich. Includes lean ground beef, marinated onions, tzatziki, feta cheese on warm flatbread. Four, 3-bite pieces are just enough to leave room for a few piping hot frites which also come with this meal. $12.95 is certainly reasonable. Highly recommend. Ask to be seated in Steven R's section. He's good. Oh, and maybe some cheese cake for desert. I'll work that off on Camelback Mountain tomorrow."
Donald M.,"El Mirage, AZ",15,1,,3.0,2/21/2017,"Your name says what you do best and I understand that, you want that dinner crowd. And I'm gonna say this as nice as I can when you cook for people the least you can do is to use seasonings. A little salt and a little pepper can go a long way. If you don't wanna use salt you can use things like onions garlic and shallots. Ps switch to a better grade of ground beef your Sheppard pie was swimming in grease. The only reason I gave you a three cause your cheesecake can't be matched by no one."
Fran J.,"Sun City, AZ",15,7,2,5.0,2/14/2017,"One of my favs , staff outstanding, 150 sauces made daily,  a book for a menu ,and then there is the cheesecake if u'v got room. Enjoy ."
Bob M.,"Peoria, AZ",62,82,47,2.0,8/30/2015,"Breakfast was just okay.  Weird bowl of fruit though. Really small cut on the fruit and it had a weird taste.  Service was also slow today. It took 45 minutes to get eggs, toast and fruit? They have good dinners here but I'm going back to MiMi's or Black Bear Diner for breakfast."
Katt T.,"Murrieta, CA",1,25,2,5.0,10/2/2016,Came here for lunch and it was a nice and relaxing experience. The hostess was pleasant and our waitress was very attentive. We got a few appetizers for our meal and it was absolutely delicious! Only con was the Alcoholic beverages is a little overpriced
Frank M.,"Old Ballard, Seattle, WA",20,9,,4.0,6/25/2017,We went to this restaurant for a dessert date with some friends we have not seen in year or so. We talked so much . We finished desert and were going to order a appetizer but talked son much catching up we close the joint. The cheese cake was out of this world.
Norma Q.,"Phoenix, AZ",40,15,110,5.0,9/18/2015,"My nephew Eli will now be 24. My daughter Ruby is deciding where to take him. She went with cheesecake factory because of the menu selecion. Everything here is so delicios. We had a very good time, starting from appetizers, main course and desert. A very nice group, including moms, nephews and daughter. We come here often and will continue to come.  Tanks Cheesecake factory"
John K.,"Fenton, MI",1,21,,2.0,4/5/2017,I try to plan ahead and look at the menu before I go to the restaurante. The two items I wanted I was told were not served anymore. They should update their menu when changes are made.I walked out. Went next door to F.Daves no dissapointments.
William Y.,"El Paso, TX",10,14,11,4.0,8/2/2016,The place is wonderful except for the the Mac n cheese.  The Mac n Cheese was very watery.  When a toddler looks at it and starts to wonder what he or she is eating the food isn't prepared correctly.   Atmosphere: outstanding  Adult beverages: outstanding  Food:good Servers: great and fun Cheesecake: awesome  Overall experience: Better than average
