Username,location,friend_count,review_count,photo_count,rating,date,review
TJ H.,"Chandler, AZ",652,242,348,2.0,6/9/2015,"Where to start...The Cheesecake Factory is like an old stand by with decent food & decent service. I visit this restaurant about 4 times a year. This past visit was probably one of the worst. Ok, maybe it was the worst. I ordered the Chicken Chipotle Pasta. $16.95. This is one of my favs but this time the chicken was a bit over cooked. I'm not a fan of dry chicken. The rest of the dish was ok. K ordered the Bang Bang Chicken & Shrimp. $17.95. She had to ask for additional sauce because it came out with very little sauce. At least they didn't charge us for it. The sauce was good. The rice was a bit on the undercooked side. The chicken was fine. C ordered the Buffalo Strips $9.99. $10.99 with fries. This is a great deal. 8 large breaded chicken tenders for $9.99. An extra buck for fries. Heck of a deal. Grandma C ordered the Carolina BBQ sandwich. $12.95. She didn't eat it because it was chunked pork, not pulled. Now the bad stuff; First off, charging $4.50 for a Strawberry lemonade for my son is RIDICULOUS. Second, I think $7.50, $7.95 for a slice of cheesecake is too much. Especially when the whole cheesecake is around $50. And lastly, the Carolina BBQ sandwich is described as being made with pulled pork. It is not. It is made with pork chunks. Not very good for a sandwich. We told the manager we were not pleased with the sandwich but in the middle of our debate on the merits of pulled pork vs pork chunks the fire alarm went off. FOR 10+ MINUTES. (We learned from a server that the key needed to turn off the alarm was taken home by one of the new managers. So the fire dept was on it's way to turn off the alarm) I think a good portion of the guests left after a few minutes because the ear piercing blaring noise of the fire alarm was a bit much to take. We stayed. I was hoping to finish our conversation with the manager but he never returned. We also had hoped that the pork sandwich would be taken off the bill. It wasn't. And we hoped that the Mgr would buy a slice of cheesecake to make up for the sandwich. He didn't. We sat through that blaring alarm for nothing except for an ""I can't believe you stayed"" from our server. You know what? I can't believe we stayed either. I did find it interesting when the server mentioned about the Mgr taking the key home she told us they had 4 new managers. Hmmm. Wonder Y. Management & food; 2 stars."
Rachael A.,"Mesa, AZ",24,43,307,5.0,8/5/2014,"Stellar service! Went in for National Cheesecake Day for 1/2 price cheesecake and they did not disappoint! We went in late to avoid the crowds though it did a little while still to get our cheesecakes since many ppl were still seated, I'm sure getting their desserts. But once they arrived at our table all was forgotten. These cheesecakes have the most delectable flavors. I couldn't care less what their calorie content is. Everything in moderation and this is the perfect place to splurge!  The flavors of every single piece was ABSOLUTELY perfect! I'm not much of a S'mores fan but these flavors blended so well from the sweet light crunchiness of the graham cracker crust to the delicious light airy Hershey's chocolate cheesecake to the rich chocolate ganache topping and toasted housemade marshmallow. Kahlua is my usual choice for cheesecake and was spectacular as usual. My son ordered Hershey's Chocolate Bar and it too was delicious and he even had leftovers for me to enjoy the next day! Love love LOVE!"
Minh L.,"Chandler, AZ",41,63,68,4.0,3/1/2015,"So, this place is pretty good. I like it. The free bread and good service. I ordered the seared salmon salad. It was really good. Fortunately and unfortunately, the portion was sooooooo biiiiiig! I could not enjoy a cheese cake here. Maybe next time. Overall, I like this place and I'd come back."
Sheetal P.,"Mesa, AZ",0,5,,1.0,12/25/2015,"I was very fond of this place until last night! I ordered a cosmo and to my horror I found a really big piece of glass in my drink. How did they handle this? The manager comes along and apologizes for his mistake, informs us that he will return to get some personal information incase something goes wrong and needs medical attention. Never stops by! Thanks to my server for being honest and confirming it was a glass piece. At least she was honest enough. Another incident which I witnessed with my own eyes-there were broken glass pieces on the floor- one of the servers kicks them like he was playing soccer in his own field.  Smiles and walks by! Really?? Were they going to wait for the worst to happen!  How does the management handle both these situations apart from bringing this to their attention? They don't!! Just ignored it!! Had I cut my mouth or my tongue- they would have taken actions? What if I had consumed small glass pieces in my drink? Is the solution to these incidents to ignore them and console us by paying our bill? No. I'm really disappointed with them. And will always think twice before walking in there."
Angela C.,"Chandler, AZ",28,23,3,1.0,2/20/2016,"Don't think I can eat here again.  The floor was so coated with grease that it was slippery.  My silverware was dirty, my salad bowl was dirty and the woman next to me had to send her cheesecake back because her plate was dirty.  Food was ok but I was completely grossed out."
Rick H.,"Sumter, SC",0,51,40,4.0,7/4/2015,"It's the Cheesecake Factory which is a good thing bc I've been to many from this location to Los Angeles, TX, GA, VA, FL and they are consistently the same.  Portions are ginormous.  Wife got the meatloaf which had 3 slices easily weighing over 1lb so 2 slices went in the doggie bag for...the dogs!   I got the fish tacos which were ehh, if you've had them in SoCal none can compare.  We also got the blueberry cheese cake to go and that was pretty good also.  Why 3 stars?   Nothing wrong with our experience but nothing great.  If you've been to one and want to go back it's a sure bet, it's a chain restaurant with no true authenticity, but a menu the same length of a Harry Potter novel so everyone can be pleased for their meal."
David T.,"Epsom, United Kingdom",0,16,,2.0,6/1/2016,"Not sure if it's just us but the place has an odd smell that my wife can't stand so sat outside.  Food was OK (Scottsdale CF much better) service was good, greeter could have been a bit more friendly - didn't feel very welcome especially when we asked to sit outside"
Jason L. J. V.,"Tempe, AZ",130,1,,2.0,2/20/2016,"While my server was excellent, the hostess was curt and somewhat rude. She also sat us in the half booth section in the center of the restaurant despite it being late with other seats available. This seat was particularly obnoxious as we were right next to the server order station and numerous servers ""hung out"" there to chat with each other and put in orders. Since there is no boundary between the server station and the seat, it's like a group standing over you and looking at you from your left side, squelching any chance at a private conversation with your dining companion. I probably won't come to this location again. I don't remember this same set up at the phoenix location. If it is the same hopefully they at least have a plant or something to break the line of sight from the server station down into the half booth."
Ashlie H.,"Mesa, AZ",704,289,239,2.0,11/23/2015,"Hit and miss at this place decent food, bad service. We were seated in the bar area on a Tuesday evening, the dining room had a lot of available seating, but they sat us at those little tiny tables where you have to basically sit on top of one another and cant have a private conversation. That wasn't any fun. From there our waiter was very busy, running around like a chicken with his head cut off. We had 3 different waiters come and try to help us, it got really confusing and a bit frustrating. After 30 mins we finally got our drinks and our order in. The food was decent, but with all the waiting we ate really quick so we could get out of there and get home. My sister and I agreed it would be easier to just order our cheese cake at the to-go counter instead of ordering it through our waiter. Paid the bill after another 15 minutes of waiting got our cheese cake and got the heck out of there. It shouldn't take you almost 3 hours to eat on a Tuesday night :("
Wendy R.,"Phoenix, AZ",1,9,2,1.0,2/20/2016,Horrible experience never again are we dining at this location. Got orders all wrong . Wait time was horrible we didn't mind since we knew this was a popular place . Regardless the wait time service was just horrible . Never again
