Username,location,friend_count,review_count,photo_count,rating,date,review
Larry M.,"Kalispell, MT",1,29,,3.0,1/29/2015,"We have enjoyed infrequent visits to Cheesecake Factory over the years.  The restaurants are always clean and pleasant and this visit was no exception. The staff was friendly and our server was very accommodating as four of us tried to make lunch selections from their huge menu. While I found my Chinese Chicken Salad to have far too much dressing and far too little chicken the greens appeared to be very fresh and the won ton strips crisp.  The other three persons were happy with their choices ranging from Fish Tacos, Meatloaf and a Chicken a salad sandwich and salad.  We shared a cheesecake and it was delicious.  I counted 37 different cheesecakes on the menu! Prices are moderately high but acceptable.  If you know you're going here it would benefit you to look at the menu online to save time and indecision once you arrive."
Bella B.,"Peoria, AZ",0,16,,2.0,6/24/2014,"We went there for our anniversary. I want to first say our server was great and we had perfect service. However, the food was not at what we expected at all! We ordered the shrimp rolls which looked like there was shrimp in the roll but they cut it into what it looked like thirds or halves to make it look like there was more shrimp than there actually was. Also the rice paper kinda grossed us out. We had never had it before, it was very rubbery. Our entrees came out and my pasta was very bland and the orange chicken was something we could have made at home. Our drinks and cheesecake were the best part of our whole dinner. We were disappointed because we were hoping for a nice dinner for our anniversary."
Anthony A.,"Glendale, AZ",2,7,1,4.0,6/29/2014,The food is outstanding. I went here on a date and had awesome customer service. Very warm and welcoming. Place was very clean. And all the employees were dressed and groomed very well. Only gave it 4 stars because I asked for no mushrooms... pasta had mushrooms. Mushrooms are icky.
Tim M.,"Phoenix, AZ",34,378,5,4.0,4/29/2013,"Went there the other night and have the steak Diane, an Asian pear martini and some kind of sweet corn cake appetizer. There food and service is usually very good and their menu covers pretty much any taste. There's no need to mention the cheese cake, it's excellent."
Priscilla E.,"Phoenix, AZ",0,26,,3.0,12/25/2014,The food is average for the price. I would probably only go for the cheesecake next time. It is a bit pricey for what you get. The wings are not great. It was very busy so the service was slow but understandably with the crowd. It does have nice patio seating there.
James G.,"Glendale, AZ",0,12,3,3.0,1/26/2016,For some reason I've been to this location several times and there's days I get the same dish and it's brought out to meet different I don't know if it's been cooked something differently or something change feel good in my opinion just not consistent
Christopher B.,"Miami Beach, FL",294,571,606,5.0,9/23/2012,"Sure it's a chain, but every individual establishment has its quirks. However, this Cheesecake Factory delivers with gastronomic fireworks.  The quality of service and food were reflective of a five-star restaurant without mirroring the small portions and high prices. For instance, the pizza with salad lunch special combo was so big, even a Wooly Mammoth probably couldn't get it all down.  The burgers are also so big, I even had trouble getting my big mouth around it.  The food was exceptionally delicious.  I also highly recommend the Thai Chicken Pasta, which I usually get almost every time. Of course the ambiance inside is also very nice.  I think about 5 staff members said ""thanks for coming"" on the way out.  Hands down, this is one of my favorite chain-locations to dine at!"
Alexa B.,"Surprise, AZ",0,6,,2.0,1/19/2016,"Horrible service! Are original waiter had to go because he had his lunch break. So another waiter came along, then a few minutes later that waiter leaves and a new one comes. We wanted to order desert but we never saw are waiter. So then we finally ordered are desert, (cheese cake) we finished and we asked for the check. The waiter TOOK FOREVER to take the check back and give us our change. But at the end the food was delicious and sometimes your don't get the right servers :/"
Carlos A.,"Peoria, AZ",139,496,108,3.0,3/8/2013,"You know, it's a Cheesecake Factory.  They're all the same as far as food, service, and layout.  Normally I give the chain a 4 based on food quality and good service, but this location is far more challenging to get into than others during busy times.  I gave it a three based on that.  Not their fault I guess, but we've wasted a lot of time waiting around for a table or even for to-go cheesecake.  We probably won't plan on going to this location again unless it's during the off hours."
M B.,"Glendale, AZ",4,12,1,3.0,10/14/2013,"Went over there last night with a party of 22.  Sat out on the patio.  it couldn't have been a nicer evening for a company dinner.   Overall I would say the food was good.  The problem I have with this restaurant is actually their menu.  really, Mexican food, Italian food, American comfort food, Steaks, Fish, etc, etc etc.  It goes on and on.  Pick a style and go with it. As I said it seems as though most everyone was pleased with their order but it was really confusing making a decision.   Portion size unfortunately is solidly American style - WAY TO BIG!  I's no wonder we have a weight problem in the USA. Our server did an excellent job of taking care of us, although the kitchen runners tried to serve us the party next ours food twice. Overall I would go back but not the top of my list. Oh and yes the Cheese Cakes all were excellent!"
