Username,location,friend_count,review_count,photo_count,rating,date,review
Chanelle T.,"Aiken, SC",12,81,69,5.0,8/4/2015,"Finally went to this location and didn't have a wait... Apparently going on a Monday around 2:00 is perfect! The staff was very friendly, the food super, like usual & the cheesecake amazing! My kids ordered cheese pizza & spaghetti with meatballs off of the children's menu and the spaghetti was outstanding! I almost wished I had order that for myself! Their appetizer salads are humungous and packed with great veggies! The Mac & cheese burger is out of this world too, very creamy & perfect! My daughters birthday was celebrated here and they brought out the cutest little sundae in a small wine glass and sang to her. Will definitely be returning, hopefully soon!"
Randy B.,"Taylors, SC",108,16,6,5.0,11/10/2015,"The ambiance is the best I have ever seen at a restaurant. The burgers are really good. I get them every time. Also, I am diabetic. They make a low-carb cheese cake made with splenda. I can have cheesecake here! That gets it a 5 by itself.  One of our visit we got a really horrible server. We sent an appetizer back because we misunderstood what it was. After that she transferred us to another waitress. By that time we had already been waiting for our food for 45 minutes and by the time we got it, it was all wrong.  So why the positive review? This was an isolated incident. AND the manager comped the entire meal and gave us free deserts. So yeah, they still rock."
Grace M.,"Greenville, SC",12,162,21,3.0,10/29/2014,"It's always pretty busy because it is attached to the mall, but all in all, the service isn't bad, the food is mediocre, and the cheesecake... Well that's obviously the best part. The only bad part is, the selection is overwhelming. If you can even consider that a bad thing?  When I go, I usually stick to a pasta dish or their meatloaf. Which is my favorite thing there. For their appetizers, I recommend the lettuce wraps.  Expect to wait if you don't make a reservation, but if you get there early enough, or at an ""off"" hour, you won't be waiting long. (Their outdoor seating is nice)."
Robby C.,"Roswell, GA",0,4,,1.0,8/13/2017,"We ate here today, unfortunately.  The food took forever and a day to arrive.  When it finally did arrive it obviously had been living under a heat lamp for most of the time we waited.  I'm surprised it didn't have mold on it.  My wife ordered the ham and cheese omelet.  The cheese was cooked to a crisp...it resembled peanut brittle.  She actually sent it back because it was nasty.  The waitress agreed it was overcooked and placed an order for another one.  The second one took so long we just cancelled our order.  In the time we waited I asked for a water more than three times.  When we left one of my kids left a bag under the chair with a toy in it.  We returned a few minutes later and my wife asked a waiter if he had seen the bag.  He said ""we already threw it in the trash and threw the trash in the dumpster.""  Assuming the guy just didn't want to look for it she said ""so you can't get it back?"" He said ""what do you want me to do, go dumpster diving?""  Besides the fact the waiter was a complete jerk I'm shocked they managed to empty the trash 100x faster than they could deliver the food we ordered.  I will not be going back to the Cheesecake Factory!  Unbelievably bad experience."
Jim G.,"Indianapolis, IN",12,27,5,1.0,8/22/2015,"My daughter has had a terrible experience the last two times she's been to the South Park Cheesecake Factory.  The first time the waiter spilled her fried zucchini and argued about getting more.  The second time she was overcharged for her meal.  We usually go several times a month, but with this horrible service we'll find another restaurant.  There are plenty to choose from in the area."
Bella G.,"Stafford, VA",0,1,,1.0,2/20/2017,"First time we went my family and I waited 1 hour and 45 min -  our pager buzzed and we were told to stand in another waiting section, because there was noone available to walk us to our table - so we stood and waited with the other people who were also waiting to be seated for another 15 minutes. Finally, we get seated...placed our drink and food order and no bread came....we are starving by this time...so we ask for bread...waiting, waiting...bread finally arrives then our food.  ALL of our food was COLD...by this time were are getting frustrated...we tell our waiter and his response upsets all of us. His response was ""all I can do is offer to ""reheat"" it""  REALLY!!! You want to put our food in the microwave!!! So my husband asks to speaks with the manager - our food is remade and its pretty good - we even get free cheesecake. So by the end we are all fine and say we will come back and give it another chance.  Well we went on Friday - only had a 30 minute wait this time - we ordered our food and get our bread (without having to ask). Our food arrives FREAKING COLD AGAIN (pissed and annoyed) my daughter and I decide to send ours back- my husband sucks it up (I ordered the flatbread pizza) my daughter gets her meal back (watery) and I got HALF of my flat bread pizza back with burned edges - YUP, you read it right...HALF of my DAMN pizza was missing and they didn't say shit about it - like it was cool! I did not send it back I paid for the damn meal AND still gave the server his tip - BUT MY FAMILY AND I WILL NEVER GO BACK AGAIN!!!!!!!! PISSED!!!!!!"
Sharee W.,"Glen Allen, VA",33,209,600,2.0,10/20/2015,"I'm not sure what was going on, but this was not a good trip to Cheesecake Factory. We went for lunch and chose to sit outside since it was nice. It took forever for our server to come take our order. When he brought out our water, there was a lot of debris floating in it. We sent them back and the same thing was in the second round. At this point, we all just opted to get soft drinks. Our appetizers were sub par as well. I love the avocado eggrolls at CF, but these were kinda brown looking and sad. The spinach and artichoke dip had a funny taste, I didn't even eat it. We all ended up ordering salads. When they came out, all the lettuce looked a little wilted. Like I said, it wasn't anything like my usual experiences at CF. Maybe it was just an off day...."
SK T.,"Charlotte, NC",0,6,14,5.0,1/10/2016,Nice and friendly Bartender.  Jeremy was Awesome and he was a cutie-patootie! Was patient for our order... And quick to check and make sure we were doing good and enjoying our experience.
Devin H.,"Fayetteville, NC",94,85,61,4.0,7/5/2015,"I'll make this short and simple. The wait time was not very bad for a pre-4th of July dinner eating. Only had to wait 45 minutes or so. The food is good, just like and Cheesecake Factory that I have been to...Wait, it's Cheesecake Factory, the food is AWESOME! The only reason that I am giving this 4 stars and not five is that we had an annoying waiter and waitress issue at the beginning of our service. There were 4 people that saw us in the first 10 minutes of being there. We ordered drinks with 3 different people and then almost ordered dinner with two people. Finally when we got our waitress she was awesome! I got the Bang Bang Chicken and Shrimp, awesome as usual! P.S. I need to try something new next time. I got the chocolate cake, 5 stars for that! It even tasted better the next day!"
Janeka H.,"Pineville, NC",60,108,163,3.0,5/10/2015,"This is just an OK place.  Every time I try something new, its just OK.  I would rather they have a smaller menu and are able to focus on the taste of their food.  Cheese cake factory is always packed.  I understand if you want to come and have dessert.... But dinner?  Not good, not mind blowing.... Just some mediocre food.   The only dish that I actually really like is the fried Mac and cheese appetizer.   And their desserts are good.   But the food is never worth the wait to get a table."
