Username,location,friend_count,review_count,photo_count,rating,date,review
Chloé R.,"New York, NY",12,112,40,1.0,10/8/2017,An eternal wait even if you come at off times. Been waiting like an hour for food after waiting 40 mins to get seated. Also bf's credit card info got stolen here last visit
Robin W.,"Charleston, SC",19,19,151,5.0,7/17/2017,"Where to start!!!! Everything was amazing from the atmosphere to the cheesecakes to drink time at the bar.  Such a splendid place the food was great. I came here for a family reunion and after church Sunday I suggested the cheesecake factory. Everyone in the group was happy about their order;the spaghetti wonderful we started with a whole thing of appetizers the crab cake appetizer great; the bang bang shrimp oh my gosh! Bistro shrimp amazing grilled pork chop with mashed potatoes and asparagus; outstanding, fried shrimp and just everything!!!! Take a look at the pictures"
Samantha A.,"Columbia, SC",16,105,40,5.0,6/11/2016,"We love Cheesecake Factory! We make it a point to stop in here for lunch anytime we are leaving Charlotte to go home to Columbia. Today we had a great experience!  We started with Tuna Tartare, which was beautifully presented and very fresh. We loved it, and it was a nice diversion from some of their ""not so healthy"" appetizers. For lunch, I ordered my favorite Louisiana Chicken Pasta and the S.O. ordered teriyaki chicken. Both were excellent! Our server was awesome and we really had a great lunch with several drinks. We don't love corporate places, but this place is an exception to that rule!"
Tamara J.,"Matthews, NC",0,27,25,5.0,7/8/2017,Alex was our waiter and he was awesome! We celebrated our 35th and our daughter's 5th wedding anniversary ... dinner was delicious and of course the cheesecake was the best!!
Riley G.,"Plum Branch, SC",1,5,,5.0,10/22/2017,This place was pretty good I liked the the food the service speed was good the waiter was nice and they had lots of choices of food and cake. I got hot chocolate and I was the best chocolate I had better then the one in the box and I got white chicken chili the rice was good and the chicken was good and was seasoned right.
LA O.,"Morristown, TN",154,269,896,3.0,3/9/2016,"Not worth the wait...so come mid-afternoon or pick another place.  Good food, expansive menu for entrees and of course, pages of dessert choices featuring things other than simply cheesecake.  Bar can have VERY irregular service even when the place is empty.  Outside dining is great--but place your ENTIRE order or you'll be waiting forever if you want dessert."
Lisa G.,"Tampa, FL",66,252,80,3.0,6/6/2017,Now I found my second favorite item on the 100 page menu. The truffle bacon cheese bread. It's delectable and delicious. I really coulda just had that - since it's was like a grilled cheese - an awesome high brow grilled cheese cut into 4 strips! I'm only giving 3 stars cause the pasta a order was ok. Basic. But my shrimp were terribly over cooked. Which I paid extra to add em. Live and learn.
Barbara M.,"New Rochelle, NY",4,14,3,2.0,6/5/2017,"I haven't even gotten my meal and already having a terrible experience. Took 7 minutes for a server to come and greet us, never introduced herself, brought over our drinks. Bread hasn't even come to the table. She's more focused on all her other tables and guess what? They all have bread.. Driver over an hour and a half for this?"
Lori L.,"Charlotte, NC",192,703,2397,3.0,8/22/2016,Had better service recently but I also didn't get a to go order. Came for lunch on a weekend and they weren't that busy. We gave the hostess our name and she told us to move to the side and we will be called very shortly. She made it seem like it wasn't gonna be long. She also didn't give us a buzzer. We ended up waiting a bit before we were called. Our server was friendly and greeted us quickly. I got the egg roll sampler. It was good but definitely not worth $12 for 4 egg rolls cut in half. My sister in law the the chicken and biscuits and she liked it. My husband got the salmon and thought it was ok. We got a few cheesecakes to go and went on our way.
Anthony T.,"Plaza Midwood, Charlotte, NC",0,22,11,3.0,12/5/2017,"If you are already at the mall, you should go to Cow Fish or another restaurant near by, but if you are set on the Cheesecake Factory.. The menu is giant so even the pickiest of your friends will be able to find something. Desserts are always good. The service is always sub-par and you should expect to wait over an hour on weekends just to get a table. We have tried getting takeout during the week and it still took a long time even when no one was there. The three workers at the dessert bar were talking in the back room or texting on their phones. I decreased my review after Cheesecake told me to try going in the morning or later in the evening. Cheesecake should work on hiring more employees or training them better."
DeAnna B.,"Charlotte, NC",91,17,2,2.0,2/26/2017,"Starting with the good! I love love love the cheesecake and the variety in both entrees and desserts. You always get plenty of food for the price which isn't going to break your pockets. The staff is always nice, attentive, and quick. That's where the good ends. In the past I frequented this place like every other weekend but as of last year that is not the case. I hate to say this is no longer my favorite place. Cleanliness has become a issue. Barely wiped tables/ seats and crumbs on the floor are too obvious for me to ignore. The food has become very inconsistent and can sometimes be sent back a couple of times before satisfactory or just giving up on the dish completely.  It can be super busy so reservations would be nice but that isn't a big deal if you don't mind waiting.  Overall its just decent at best now with exceptional cheesecake and good service."
Crystal S.,"Lancaster, SC",7,4,,1.0,8/19/2017,"Poor service. One waiter for a group of 15!!! Ordered dinner 45 prior to getting everyone else order and I still didn't get my food. The server also got the checks mixed up. Charges that were not mine were on my check. He shouldn't have waited on our table without help. Food got cold before I got my ketchup for my fries, so I ended eating them before they got cold. Reservation was at 6, we didn't get our food until 8. We didn't get out of the restaurant until 1030. What a mess of a biethday celebration it was. We made reservations and the service was still poor. Done!"
